Synthase,Length (aa),Architecture,Classification
PWY75764.1,2200,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY75480.1,1691,KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
PWY75103.1,2578,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY75027.1,2344,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY74765.1,2404,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY74735.1,2150,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PWY74224.1,3934,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PWY73586.1,421,KS,Thiolase
PWY72888.1,1611,KS-AT-MT,PKS|Type I
PWY72545.1,399,KS,Thiolase
PWY71985.1,421,KS,Thiolase
PWY71773.1,2258,SAT-KS-AT-PT-ACP-ACP-TR,PKS|Type I|Non-reducing
PWY71486.1,399,KS,Thiolase
PWY71385.1,2593,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PWY71326.1,2853,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
PWY71320.1,2353,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY71104.1,2446,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY71026.1,3836,KS-AT-DH-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PWY70902.1,2433,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY70789.1,2624,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
PWY69572.1,413,KS,Thiolase
PWY69418.1,2508,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY69351.1,2123,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PWY69325.1,2561,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY69215.1,428,KS,Fatty acid synthase
PWY68376.1,2577,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY68035.1,1990,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
PWY67992.1,2134,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PWY67863.1,3881,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PWY67721.1,1824,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PWY67704.1,413,KS,Thiolase
PWY66913.1,1240,KS-AT-A,Hybrid PKS-NRPS
PWY66901.1,126,KS,PKS
PWY66610.1,2456,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY66312.1,2477,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
PWY66109.1,2860,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY66108.1,4037,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PWY66076.1,772,KS-MT,PKS
PWY66001.1,2067,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
PWY65564.1,193,KS,Thiolase
PWY65539.1,3928,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PWY63959.1,419,KS,Thiolase
PWY63479.1,458,KS,Thiolase
PWY62945.1,428,KS,Fatty acid synthase
PWY62827.1,399,KS,Thiolase
PWY61907.1,2363,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PWY61778.1,110,KS,Thiolase
PTU25428.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PTU25285.1,1789,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PTU23969.1,2065,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
PTU23779.1,399,KS,Thiolase
PTU23631.1,1484,KR-KS-PPT,Fatty acid synthase
PTU23619.1,2219,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PTU22752.1,431,KS,Thiolase
PTU22070.1,2521,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PTU22050.1,2481,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PTU21748.1,2367,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PTU21079.1,2204,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PTU20620.1,4064,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PTU20439.1,2606,SAT-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
PTU20437.1,2570,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PTU20125.1,409,KS,Fatty acid synthase
PTU19397.1,424,KS,Thiolase
PTU19159.1,413,KS,Thiolase
PTU18962.1,4000,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PTU18227.1,360,KS,Thiolase
PTU17930.1,2494,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PTU17384.1,458,KS,Thiolase
PTU17035.1,944,KS-TE,Thiolase
AUS29500.1,2535,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
AUS29490.1,2518,KS-AT-DH-MT-ER-KR,PKS|Type I|Highly-reducing
AUS29485.1,2541,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB53501.1,1767,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
PLB53458.1,2348,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB53452.1,3951,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB53305.1,2491,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB52456.1,4015,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB52311.1,2557,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB51637.1,2534,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PLB51554.1,2516,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB51487.1,2550,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB51426.1,2339,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN86967.1,2015,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PLN86691.1,2440,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN86521.1,2557,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN86504.1,2722,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
PLN85920.1,2437,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN85819.1,2535,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN85686.1,2405,KS-AT-DH-ER-ACP-cAT,PKS|Type I|Partially-reducing
PLN85643.1,2553,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PLN85187.1,419,KS,Thiolase
PLN84681.1,4033,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLN84151.1,3977,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLN82692.1,2560,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN80295.1,435,KS,Thiolase
PLN80286.1,421,KS,Thiolase
PLN79543.1,2609,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN79469.1,431,KS,PKS
PLN78669.1,424,KS,Thiolase
PLN78590.1,458,KS,Thiolase
PLN77506.1,2211,KS-AT-DH-ER-KR-ACP-TE,PKS|Type I|Highly-reducing
PLN77407.1,427,KS,Fatty acid synthase
PLN77266.1,2465,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN76730.1,626,KS-ACP,PKS
PLN76264.1,3757,KS-AT-DH-MT-ACP-C-A-T-R,Hybrid PKS-NRPS
PLN76155.1,2436,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN76124.1,2646,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLN75513.1,399,KS,Thiolase
PLN75089.1,418,KS,Thiolase
PLN74849.1,413,KS,Thiolase
PLB55929.1,2074,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PLB55540.1,2403,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB55208.1,404,KS,Thiolase
PLB55084.1,2581,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB55015.1,419,KS,Thiolase
PLB54712.1,2570,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB54358.1,458,KS,Thiolase
PLB54265.1,413,KS,Thiolase
PLB54161.1,2136,KS-AT-PT-ACP-MT-TE,PKS|Type I|Non-reducing
PLB54129.1,2414,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB54037.1,2903,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
PLB53988.1,2464,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
PLB53959.1,2469,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB53839.1,2590,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB50906.1,389,KS,PKS|Type III
PLB50764.1,2547,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB50450.1,427,KS,Fatty acid synthase
PLB50023.1,2532,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB49983.1,435,KS,Thiolase
PLB49865.1,3909,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB49359.1,2389,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB49342.1,2604,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
PLB49064.1,2526,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB49030.1,2509,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB48723.1,2101,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PLB48691.1,2257,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB48450.1,2165,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PLB48173.1,3588,KS-AT-DH-MT-KR-ACP-C-A-T,Hybrid PKS-NRPS
PLB47953.1,419,KS,Thiolase
PLB47777.1,2439,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB47618.1,2037,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PLB47412.1,2377,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB46693.1,3902,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB46464.1,2458,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB46349.1,4036,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB46253.1,2363,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB45542.1,3201,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB45036.1,2510,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB45025.1,3719,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB44840.1,3884,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB44832.1,462,KS,Thiolase
PLB44690.1,399,KS,Thiolase
PLB44497.1,3581,KS-AT-DH-MT-KR-ACP-C-A-T,Hybrid PKS-NRPS
PLB44277.1,2614,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PLB43796.1,2521,A-T-KS-AT-KR-ACP-R,Hybrid PKS-NRPS
PLB43651.1,2478,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB43595.1,418,KS,Thiolase
PLB42608.1,2590,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB42586.1,3010,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
PLB41689.1,2646,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB40669.1,2532,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB40578.1,2322,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB39863.1,2623,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB39780.1,423,KS,Thiolase
PLB39701.1,2431,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB39595.1,2414,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB37997.1,2446,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB37634.1,3935,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB37524.1,2553,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PLB37481.1,2400,KS-AT-DH-ER-ACP-cAT,PKS|Type I|Partially-reducing
PLB37282.1,436,KS,Thiolase
PLB37271.1,421,KS,Thiolase
PLB36950.1,459,KS,Thiolase
PLB36893.1,2548,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PLB36873.1,2724,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
PLB36808.1,3186,KS-AT-DH-MT-ER-KR-ACP-cAT,PKS|Type I|Highly-reducing
PLB36670.1,413,KS,Thiolase
PLB36519.1,1973,KS-AT-DH-ER-KR-ACP-TE,PKS|Type I|Highly-reducing
PLB36456.1,418,KS,Thiolase
PLB35835.1,4038,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PLB35557.1,427,KS,Fatty acid synthase
PLB35085.1,419,KS,Thiolase
PLB34856.1,2748,A-T-KS-AT-DH-KR-ACP-TE,Hybrid PKS-NRPS
PLB34727.1,1767,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
PLB34720.1,2498,A-T-KS-AT-KR-ACP-R,Hybrid PKS-NRPS
PLB33983.1,399,KS,Thiolase
PLB33347.1,457,KS,Thiolase
PLB33339.1,411,KS,PKS
PKY08818.1,418,KS,Thiolase
PKY08441.1,2509,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY07881.1,2756,A-T-KS-AT-DH-KR-ACP-TE,Hybrid PKS-NRPS
PKY06920.1,399,KS,Thiolase
PKY05870.1,436,KS,Thiolase
PKY05860.1,421,KS,Thiolase
PKY05762.1,2500,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY05568.1,2490,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY05100.1,2432,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY04110.1,2393,KS-AT-DH-ER-KR-ACP-TE,PKS|Type I|Highly-reducing
PKY04096.1,3977,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PKY03457.1,2447,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY03448.1,2273,KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
PKY02949.1,427,KS,Fatty acid synthase
PKY02621.1,419,KS,Thiolase
PKY01898.1,457,KS,Thiolase
PKY01282.1,413,KS,Thiolase
PKY01155.1,2494,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY01137.1,2794,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
PKY00833.1,4034,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PKY00812.1,3964,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PKY00760.1,2491,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY00558.1,3891,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PKY00463.1,1777,AT-KR-KS-PPT,Fatty acid synthase
PKY00457.1,2553,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PKY00415.1,2390,KS-AT-DH-ER-ACP-cAT,PKS|Type I|Partially-reducing
PKY00363.1,423,KS,Thiolase
PKY00277.1,2622,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKY00106.1,3181,KS-AT-DH-MT-ER-KR-ACP-cAT,PKS|Type I|Highly-reducing
PKX99832.1,2646,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX99651.1,2126,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PKX99601.1,2240,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
PKX98939.1,420,KS,Thiolase
PKX98504.1,470,KS,Fatty acid synthase
PKX98020.1,2604,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX98006.1,64,KS,Thiolase
PKX97840.1,2287,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX97737.1,2592,SAT-KS-AT-PT-ACP-ACP-MT,PKS|Type I|Non-reducing
PKX97535.1,2378,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX96907.1,3991,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PKX95405.1,2409,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
PKX95178.1,2903,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
PKX95154.1,2066,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
PKX94905.1,433,KS,Thiolase
PKX94102.1,418,KS,Thiolase
PKX93167.1,458,KS,Thiolase
PKX92983.1,560,,
PKX92679.1,419,KS,Thiolase
PKX92325.1,1524,SAT-KS-AT-PT,PKS|Type I|Non-reducing
PKX92308.1,1792,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PKX91350.1,2479,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX90899.1,401,KS,Thiolase
PKX90838.1,413,KS,Thiolase
PKX90360.1,2492,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX90202.1,1838,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
PKX89989.1,3945,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PKX89973.1,2409,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX89956.1,2388,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX89491.1,2426,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX89349.1,2566,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX89311.1,3940,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PKX89258.1,385,KS,PKS
PKX89227.1,1985,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
PKX89224.1,2363,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX89195.1,3929,KS-AT-DH-MT-KR-C-A-T-R,Hybrid PKS-NRPS
PKX89164.1,1758,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PKX88913.1,1771,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PKX88903.1,2398,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX88704.1,2493,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PKX88487.1,2255,SAT-KS-AT-PT-ACP-MT-TE,PKS|Type I|Non-reducing
PKX88468.1,2113,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PKX88436.1,350,KS-AT,PKS|Type I
PKX88367.1,2152,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PIG90374.1,2433,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG90142.1,2441,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG89823.1,406,KS,PKS|Type III
PIG88661.1,2803,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
PIG88652.1,2570,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG88020.1,438,KS,Thiolase
PIG87514.1,432,KS,Thiolase
PIG86961.1,2101,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PIG86829.1,2141,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
PIG86741.1,2519,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG86563.1,2443,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG86515.1,2253,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
PIG85959.1,459,KS,Thiolase
PIG85274.1,3893,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PIG85244.1,2383,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG85183.1,799,KS,Fatty acid synthase
PIG85037.1,1881,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PIG84950.1,2030,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
PIG84878.1,815,KS,Thiolase
PIG84136.1,399,KS,Thiolase
PIG83892.1,2228,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
PIG83887.1,2518,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG83288.1,2478,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG83113.1,1563,C-A-T-KS,Hybrid PKS-NRPS
PIG83085.1,2353,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
PIG83069.1,1629,AT-KR-KS,Fatty acid synthase
PIG82420.1,2555,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
PIG81785.1,2636,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
PIG81762.1,419,KS,Thiolase
PIG81412.1,3877,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PIG80697.1,458,KS,Thiolase
PIG80404.1,1756,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
PIG79668.1,3911,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
PIG79625.1,2109,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
PIG79380.1,1766,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
PIG79298.1,791,KS,Thiolase
PIG79170.1,387,KS,PKS|Type III
PIG69495.1,2570,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
ATG23969.1,85,KS,PKS
OXN30150.1,2445,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OXN29508.1,2514,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN29006.1,418,KS,Thiolase
OXN28311.1,2125,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OXN28151.1,413,KS,Thiolase
OXN27729.1,2605,SAT-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
OXN27116.1,433,KS,Thiolase
OXN26591.1,2431,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN26570.1,4002,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OXN25939.1,243,KS,PKS
OXN24874.1,420,KS,Thiolase
OXN24711.1,2424,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN23900.1,2609,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN23665.1,398,KS,Thiolase
OXN23459.1,2616,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OXN23447.1,2183,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OXN23360.1,2176,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
OXN23359.1,2429,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN23335.1,1834,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
OXN23180.1,2088,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OXN22692.1,428,KS,Fatty acid synthase
OXN21429.1,419,KS,Thiolase
OXN19365.1,458,KS,Thiolase
OXN18518.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OXN17651.1,2113,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OXN17608.1,829,KS-AT-DH,PKS|Type I|Partially-reducing
OXN11198.1,2459,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN10475.1,2516,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN10153.1,2087,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OXN09686.1,419,KS,Thiolase
OXN09171.1,2125,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OXN08763.1,428,KS,Fatty acid synthase
OXN08744.1,428,KS,Fatty acid synthase
OXN08597.1,2445,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OXN08103.1,2550,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN08102.1,4002,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OXN08018.1,433,KS,Thiolase
OXN07718.1,418,KS,Thiolase
OXN07566.1,2424,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN07333.1,413,KS,Thiolase
OXN07092.1,1782,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OXN06516.1,2609,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OXN05172.1,2113,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OXN04767.1,398,KS,Thiolase
OXN04111.1,3960,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OXN04011.1,420,KS,Thiolase
OXN03976.1,1834,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
OXN03496.1,1686,SAT-KS-AT-PT,PKS|Type I|Non-reducing
OXN02908.1,458,KS,Thiolase
OXN02435.1,243,KS,PKS
OXN02395.1,622,KS-AT,PKS|Type I
OOG00835.1,418,KS,Thiolase
OOG00735.1,4099,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OOF99670.1,421,KS,Thiolase
OOF98155.1,419,KS,Thiolase
OOF98127.1,2369,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF98050.1,2430,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OOF97632.1,3855,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
